date,adj_close
2015-01-02,170.58958435058594
2015-01-05,167.5088653564453
2015-01-06,165.93104553222656
2015-01-07,167.99876403808594
2015-01-08,170.9799041748047
2015-01-09,169.6097412109375
2015-01-12,168.28106689453125
2015-01-13,167.80780029296875
2015-01-14,166.79466247558594
2015-01-15,165.2667694091797
2015-01-16,167.4340362548828
2015-01-20,167.79116821289062
2015-01-21,168.63815307617188
2015-01-22,171.14602661132812
2015-01-23,170.20765686035156
2015-01-26,170.60623168945312
2015-01-27,168.3558349609375
2015-01-28,166.19674682617188
2015-01-29,167.7329864501953
2015-01-30,165.62379455566406
2015-02-02,167.67483520507812
2015-02-03,170.09967041015625
2015-02-04,169.45199584960938
2015-02-05,171.16259765625
2015-02-06,170.6892547607422
2015-02-09,169.92529296875
2015-02-10,171.73556518554688
2015-02-11,171.83522033691406
2015-02-12,173.48773193359375
2015-02-13,174.2018585205078
2015-02-17,174.4759521484375
2015-02-18,174.49252319335938
2015-02-19,174.36795043945312
2015-02-20,175.4142303466797
2015-02-23,175.3893585205078
2015-02-24,175.88755798339844
2015-02-25,175.7381591796875
2015-02-26,175.53050231933594
2015-02-27,174.9326171875
2015-03-02,176.03704833984375
2015-03-03,175.3146209716797
2015-03-04,174.57553100585938
2015-03-05,174.76651000976562
2015-03-06,172.30856323242188
2015-03-09,173.02272033691406
2015-03-10,170.2159423828125
2015-03-11,169.81732177734375
2015-03-12,171.97642517089844
2015-03-13,170.92176818847656
2015-03-16,173.20541381835938
2015-03-17,172.69049072265625
2015-03-18,174.76651000976562
2015-03-19,173.96934509277344
2015-03-20,175.5049285888672
2015-03-23,175.16290283203125
2015-03-24,174.17872619628906
2015-03-25,171.6263427734375
2015-03-26,171.2176055908203
2015-03-27,171.6096649169922
2015-03-30,173.7033233642578
2015-03-31,172.18521118164062
2015-04-01,171.57632446289062
2015-04-02,172.19354248046875
2015-04-06,173.35292053222656
2015-04-07,172.89422607421875
2015-04-08,173.47802734375
2015-04-09,174.2454833984375
2015-04-10,175.19635009765625
2015-04-13,174.4039306640625
2015-04-14,174.7375946044922
2015-04-15,175.52162170410156
2015-04-16,175.4716796875
2015-04-17,173.45298767089844
2015-04-20,175.03787231445312
2015-04-21,174.82933044433594
2015-04-22,175.6884765625
2015-04-23,176.13052368164062
2015-04-24,176.5392303466797
2015-04-27,175.80523681640625
2015-04-28,176.36412048339844
2015-04-29,175.63841247558594
2015-04-30,173.8784637451172
2015-05-01,175.76353454589844
2015-05-04,176.2639923095703
2015-05-05,174.2454833984375
2015-05-06,173.52813720703125
2015-05-07,174.2204132080078
2015-05-08,176.51422119140625
2015-05-11,175.6717987060547
2015-05-12,175.14627075195312
2015-05-13,175.1796112060547
2015-05-14,177.00640869140625
2015-05-15,177.19822692871094
2015-05-18,177.74871826171875
2015-05-19,177.69029235839844
2015-05-20,177.565185546875
2015-05-21,178.08233642578125
2015-05-22,177.65699768066406
2015-05-26,175.74684143066406
2015-05-27,177.41505432128906
2015-05-28,177.21484375
2015-05-29,176.11383056640625
2015-06-01,176.47254943847656
2015-06-02,176.2973175048828
2015-06-03,176.76443481445312
2015-06-04,175.27145385742188
2015-06-05,174.97109985351562
2015-06-08,173.89515686035156
2015-06-09,173.87013244628906
2015-06-10,175.95541381835938
2015-06-11,176.52261352539062
2015-06-12,175.17127990722656
2015-06-15,174.42056274414062
2015-06-16,175.3715057373047
2015-06-17,175.6551055908203
2015-06-18,177.48179626464844
2015-06-19,176.69393920898438
2015-06-22,177.59912109375
2015-06-23,177.72482299804688
2015-06-24,176.43411254882812
2015-06-25,175.89767456054688
2015-06-26,175.86412048339844
2015-06-29,172.17617797851562
2015-06-30,172.53660583496094
2015-07-01,173.9195556640625
2015-07-02,173.76036071777344
2015-07-06,173.26583862304688
2015-07-07,174.35543823242188
2015-07-08,171.43023681640625
2015-07-09,171.7404022216797
2015-07-10,173.90281677246094
2015-07-13,175.82217407226562
2015-07-14,176.5849151611328
2015-07-15,176.5263214111328
2015-07-16,177.9427490234375
2015-07-17,178.0936737060547
2015-07-20,178.18585205078125
2015-07-21,177.4818115234375
2015-07-22,177.1632843017578
2015-07-23,176.16586303710938
2015-07-24,174.3386688232422
2015-07-27,173.32447814941406
2015-07-28,175.4534454345703
2015-07-29,176.66036987304688
2015-07-30,176.7023162841797
2015-07-31,176.43411254882812
2015-08-03,175.83901977539062
2015-08-04,175.49530029296875
2015-08-05,176.0736846923828
2015-08-06,174.6320343017578
2015-08-07,174.29669189453125
2015-08-10,176.49276733398438
2015-08-11,174.9002685546875
2015-08-12,175.1098175048828
2015-08-13,174.89186096191406
2015-08-14,175.52882385253906
2015-08-17,176.50955200195312
2015-08-18,175.99822998046875
2015-08-19,174.6068878173828
2015-08-20,170.96084594726562
2015-08-21,165.81459045410156
2015-08-24,158.8325653076172
2015-08-25,156.96347045898438
2015-08-26,162.9899139404297
2015-08-27,167.02151489257812
2015-08-28,167.02987670898438
2015-08-31,165.6803741455078
2015-09-01,160.73524475097656
2015-09-02,163.78614807128906
2015-09-03,163.90347290039062
2015-09-04,161.42251586914062
2015-09-08,165.47923278808594
2015-09-09,163.26646423339844
2015-09-10,164.1549835205078
2015-09-11,164.90093994140625
2015-09-14,164.28904724121094
2015-09-15,166.3425750732422
2015-09-16,167.78419494628906
2015-09-17,167.4070281982422
2015-09-18,164.67135620117188
2015-09-21,165.5223388671875
2015-09-22,163.37384033203125
2015-09-23,163.1127166748047
2015-09-24,162.52288818359375
2015-09-25,162.4807891845703
2015-09-28,158.4029541015625
2015-09-29,158.49569702148438
2015-09-30,161.45291137695312
2015-10-01,161.87416076660156
2015-10-02,164.2921905517578
2015-10-05,167.21572875976562
2015-10-06,166.6428680419922
2015-10-07,168.00775146484375
2015-10-08,169.52427673339844
2015-10-09,169.62538146972656
2015-10-12,169.7854461669922
2015-10-13,168.71546936035156
2015-10-14,167.9066925048828
2015-10-15,170.4847869873047
2015-10-16,171.25991821289062
2015-10-19,171.34417724609375
2015-10-20,171.1250457763672
2015-10-21,170.06350708007812
2015-10-22,172.93650817871094
2015-10-23,174.83218383789062
2015-10-26,174.4025115966797
2015-10-27,174.0655059814453
2015-10-28,176.04541015625
2015-10-29,175.94430541992188
2015-10-30,175.18605041503906
2015-11-02,177.25865173339844
2015-11-03,177.77259826660156
2015-11-04,177.23341369628906
2015-11-05,177.05641174316406
2015-11-06,176.96377563476562
2015-11-09,175.31240844726562
2015-11-10,175.7168426513672
2015-11-11,175.0259552001953
2015-11-12,172.58270263671875
2015-11-13,170.64483642578125
2015-11-16,173.2398223876953
2015-11-17,173.11343383789062
2015-11-18,175.86000061035156
2015-11-19,175.70840454101562
2015-11-20,176.34873962402344
2015-11-23,176.14651489257812
2015-11-24,176.38246154785156
2015-11-25,176.35720825195312
2015-11-27,176.55935668945312
2015-11-30,175.82638549804688
2015-12-01,177.5029296875
2015-12-02,175.69155883789062
2015-12-03,173.23143005371094
2015-12-04,176.6099090576172
2015-12-07,175.53993225097656
2015-12-08,174.36033630371094
2015-12-09,173.00389099121094
2015-12-10,173.45045471191406
2015-12-11,170.0888214111328
2015-12-14,170.94821166992188
2015-12-15,172.7427215576172
2015-12-16,175.2703094482422
2015-12-17,172.59959411621094
2015-12-18,169.52467346191406
2015-12-21,170.923095703125
2015-12-22,172.4740753173828
2015-12-23,174.60992431640625
2015-12-24,174.32171630859375
2015-12-28,173.92335510253906
2015-12-29,175.7794952392578
2015-12-30,174.53358459472656
2015-12-31,172.78758239746094
2016-01-04,170.37217712402344
2016-01-05,170.66038513183594
2016-01-06,168.50758361816406
2016-01-07,164.46482849121094
2016-01-08,162.65956115722656
2016-01-11,162.8206024169922
2016-01-12,164.13426208496094
2016-01-13,160.0406951904297
2016-01-14,162.66802978515625
2016-01-15,159.17623901367188
2016-01-19,159.3881378173828
2016-01-20,157.34548950195312
2016-01-21,158.22689819335938
2016-01-22,161.4730224609375
2016-01-25,159.03211975097656
2016-01-26,161.20181274414062
2016-01-27,159.44740295410156
2016-01-28,160.27801513671875
2016-01-29,164.18511962890625
2016-02-01,164.12582397460938
2016-02-02,161.1679229736328
2016-02-03,162.13409423828125
2016-02-04,162.38839721679688
2016-02-05,159.29481506347656
2016-02-08,157.15054321289062
2016-02-09,157.15908813476562
2016-02-10,157.02345275878906
2016-02-11,154.98089599609375
2016-02-12,158.1761016845703
2016-02-16,160.84585571289062
2016-02-17,163.4732208251953
2016-02-18,162.8036651611328
2016-02-19,162.72735595703125
2016-02-22,165.08351135253906
2016-02-23,162.99862670898438
2016-02-24,163.7444610595703
2016-02-25,165.72764587402344
2016-02-26,165.34628295898438
2016-02-29,164.04954528808594
2016-03-01,167.90585327148438
2016-03-02,168.66012573242188
2016-03-03,169.32127380371094
2016-03-04,169.8721160888672
2016-03-07,170.00775146484375
2016-03-08,168.151611328125
2016-03-09,168.98220825195312
2016-03-10,169.1178436279297
2016-03-11,171.84686279296875
2016-03-14,171.6265411376953
2016-03-15,171.34686279296875
2016-03-16,172.3384246826172
2016-03-17,173.43182373046875
2016-03-18,174.11338806152344
2016-03-21,174.36036682128906
2016-03-22,174.26661682128906
2016-03-23,173.1165313720703
2016-03-24,173.03994750976562
2016-03-28,173.14208984375
2016-03-29,174.74371337890625
2016-03-30,175.51048278808594
2016-03-31,175.08448791503906
2016-04-01,176.27716064453125
2016-04-04,175.70639038085938
2016-04-05,173.95144653320312
2016-04-06,175.85121154785156
2016-04-07,173.7469940185547
2016-04-08,174.21554565429688
2016-04-11,173.80662536621094
2016-04-12,175.42523193359375
2016-04-13,177.1972198486328
2016-04-14,177.2057342529297
2016-04-15,177.00973510742188
2016-04-18,178.2535858154297
2016-04-19,178.81581115722656
2016-04-20,178.9862518310547
2016-04-21,178.02357482910156
2016-04-22,178.02357482910156
2016-04-25,177.71690368652344
2016-04-26,177.98101806640625
2016-04-27,178.3472900390625
2016-04-28,176.72866821289062
2016-04-29,175.7745361328125
